Affymetrix Probeset ID	Ensembl ID	MGI Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
17409792	ENSMUSG00000033377	Palmd	0,2990952543	8,5708270154	5,4293622102	1,53811260331387E-06	0,0002522274	5,0849129945
17361285	ENSMUSG00000049303	Syt12	0,3901793306	7,3485906154	5,4193269506	1,59407208052663E-06	0,0002601034	5,0511272315
17438323	NA	NA	-0,6440723308	7,2669718769	-5,4172634508	1,6058258560639E-06	0,0002607241	5,044181912
17226489	ENSMUSG00000051590	Map3k19	0,4061555486	6,4666971692	5,4145869837	1,62119884560296E-06	0,0002619234	5,0351744276
17527666	ENSMUSG00000051243	Islr2	0,3705216223	6,1510982769	5,411977841	1,63632517437521E-06	0,0002630714	5,0263945628
17489824	ENSMUSG00000043671	Dpy19l3	0,3303024499	9,1222009538	5,4064984089	1,66854749055973E-06	0,0002669432	5,0079594291
17216478	ENSMUSG00000026315	Serpinb8	0,4856925965	7,0066182615	5,3987816152	0,000001715	0,0002730419	4,9820046277
17278767	NA	NA	-0,3103698153	11,3856365846	-5,3955926305	1,73455803468982E-06	0,0002748227	4,9712814046
17351952	ENSMUSG00000025425	St8sia5	0,2859600728	10,1580589231	5,3812681855	1,82519704926073E-06	0,0002877932	4,9231336491
17326964	ENSMUSG00000053414	Hunk	-0,4137877631	7,3096020615	-5,3786142582	1,84249671237184E-06	0,0002886137	4,9142166877
17327544	ENSMUSG00000040605	Bace2	-0,429841864	5,6379434769	-5,3774400835	1,85020220220272E-06	0,0002886137	4,9102719152
17516795	ENSMUSG00000032087	Dscaml1	0,2258038721	8,8919707077	5,3762469901	1,85806446620098E-06	0,0002886137	4,9062638039
17468405	ENSMUSG00000071341	Egr4	0,4196430288	6,9366234308	5,3751080286	1,86560081214377E-06	0,0002886137	4,9024377532
17249461	ENSMUSG00000036264	Fstl4	0,3450071686	9,1084012	5,372882695	1,88041280623563E-06	0,0002895394	4,8949628984
17443133	ENSMUSG00000040557	Wbscr27	-0,4157348607	6,2293390462	-5,3668907768	1,92087570674097E-06	0,0002943877	4,8748400237
17341069	ENSMUSG00000048826	Dact2	-0,3140846595	7,9264012154	-5,3461340373	2,06781036660839E-06	0,0003147335	4,805175909
17394079	ENSMUSG00000035226	Rims4	0,3770800356	8,0714365231	5,3448514901	2,07724513763756E-06	0,0003147335	4,8008736605
17317086	ENSMUSG00000037343	Taf2	0,196216889	9,1240440462	5,3441503089	2,08242118847605E-06	0,0003147335	4,7985216905
17467753	ENSMUSG00000053907	Mat2a	0,2445195478	10,8845150769	5,3399576278	2,11363809611397E-06	0,0003179862	4,7844598457
17438189	ENSMUSG00000049907	Rasl11b	-0,357528479	9,2767234923	-5,331676018	2,17666403564476E-06	0,0003259728	4,7566924823
17259235	ENSMUSG00000025372	Baiap2	0,2340943436	10,0620631692	5,323293259	2,24234987032646E-06	0,0003342834	4,7285973348
17414061	ENSMUSG00000039634	Zfp189	0,3985380751	7,3115821692	5,3157985	2,30273292446917E-06	0,0003417318	4,7034880965
17394366	ENSMUSG00000053166	Cdh22	0,2649147767	8,1777208308	5,3050417966	2,39221259215808E-06	0,0003534117	4,667466756
17513806	ENSMUSG00000006362	Cbfa2t3	0,400838221	7,2442433846	5,2962349983	0,000002468	0,0003629762	4,6379894482
17425496	ENSMUSG00000055296	Tmem245	-0,2469494056	9,1564467077	-5,2929524964	2,49687979973116E-06	0,0003655811	4,6270058777
17453573	ENSMUSG00000039959	Hip1	0,2664325797	8,5533134154	5,2740767266	2,66941133372303E-06	0,0003891053	4,5638809987
17354595	ENSMUSG00000038059	Smim3	0,4684484125	6,7541189385	5,2713398325	2,69538553360686E-06	0,0003911529	4,5547332247
17444106	ENSMUSG00000029570	Lfng	0,3739625835	7,5320557692	5,2574157521	2,83144348883154E-06	0,0004090875	4,5082133811
17448595	ENSMUSG00000029211	Gabra4	-0,1826666491	10,5694620462	-5,249527927	2,91150345293353E-06	0,0004180857	4,4818753008
17518813	ENSMUSG00000091956	C2cd4b	0,4708993959	5,8498764923	5,2487777845	2,91923260000917E-06	0,0004180857	4,4793710779
17420079	ENSMUSG00000051351	Zfp46	-0,3004547412	8,5384643385	-5,2475461445	0,000002932	0,0004180857	4,47525967
17512121	ENSMUSG00000036510	Cdh8	-0,1975309759	8,9520916	-5,2443019813	2,96577200034596E-06	0,0004210754	4,4644314098
17521762	ENSMUSG00000006676	Usp19	0,265074668	8,6741306615	5,2345878052	3,06931369030905E-06	0,0004338978	4,432018778
17252539	ENSMUSG00000020785	Camkk1	0,2768860215	9,1190157538	5,2164864881	3,27185626634901E-06	0,0004605454	4,3716657982
17474371	ENSMUSG00000030413	Pglyrp1	0,5855367342	6,7981046615	5,2126513125	3,31643317376429E-06	0,000464825	4,3588861387
17480216	ENSMUSG00000061119	Prcp	-0,3573378439	8,4157124308	-5,2048483942	0,000003409	0,0004757638	4,3328932263
17448064	ENSMUSG00000039252	Lgi2	-0,2159550655	9,6304066	-5,2033004424	3,42764656605599E-06	0,0004763412	4,3277380265
17426497	ENSMUSG00000039270	Megf9	-0,1732699665	10,7109249231	-5,19495882	0,00000353	0,0004884137	4,2999650848
17547709	NA	NA	0,331221054	6,6045705538	5,1938082627	3,54430186683337E-06	0,0004884137	4,2961353629
17500626	ENSMUSG00000039530	Tusc3	-0,1669336888	10,7519686154	-5,1885175416	0,000003611	0,0004955247	4,27852788
17518331	ENSMUSG00000032397	Tipin	-0,3369905143	6,6795290462	-5,18535501	3,6514798969658E-06	0,0004975242	4,2680054385
17251527	ENSMUSG00000020893	Per1	0,3973609193	9,1490626154	5,185009847	3,65592344831312E-06	0,0004975242	4,266857116
17221014	ENSMUSG00000016494	Cd34	-0,3324821255	9,4819054308	-5,1679450664	3,88238880835265E-06	0,0005261599	4,2101116442
17437156	ENSMUSG00000039765	Cc2d2a	-0,233314259	8,4267770462	-5,1631276742	3,94878632284984E-06	0,0005329562	4,1941021403
17482508	ENSMUSG00000030889	Vwa3a	-0,3066677282	6,1455669077	-5,1536165186	4,08318136412664E-06	0,0005488365	4,1625067041
17444806	ENSMUSG00000029641	Rasl11a	0,4747735928	5,3161669846	5,14154224	4,26030532971469E-06	0,0005703071	4,1224212314
17462351	ENSMUSG00000002897	Il17ra	0,4092552977	7,6750952154	5,1380670736	4,31267327604585E-06	0,0005746129	4,1108891152
17428766	ENSMUSG00000028680	Plk3	0,4301600265	6,9153195077	5,1361836372	4,34131971043327E-06	0,0005746129	4,1046400115
17279730	ENSMUSG00000048004	Tmem196	-0,2545331581	9,3715237538	-5,1359404794	0,000004345	0,0005746129	4,1038332809
17299341	ENSMUSG00000037536	Fbxo34	-0,232062543	8,7607623077	-5,1301985453	4,43360148360748E-06	0,0005839712	4,0847864025
17442834	ENSMUSG00000044017	Adgrd1	0,5236252582	6,3076283846	5,128404208	4,46164241080677E-06	0,0005853139	4,0788356014
17403605	ENSMUSG00000039167	Adgrl4	0,2960749643	7,7945210769	5,117552778	0,000004635	0,0006056319	4,0428607185
17487001	ENSMUSG00000004328	Hif3a	0,448400945	5,7945903231	5,1134872556	4,70162354182086E-06	0,0006119014	4,0293884596
17512565	ENSMUSG00000035237	Lcat	0,3584732902	8,6310886923	5,1110120511	4,74265611968439E-06	0,0006148019	4,0211877362
17371390	ENSMUSG00000034738	Nostrin	0,4652188721	6,1586832615	5,1074556909	4,80222983235551E-06	0,0006200737	4,0094070636
17306440	ENSMUSG00000022185	Acin1	0,2110200609	8,9820967538	5,103037801	4,8772629073635E-06	0,0006272925	3,9947759462
17515641	NA	AI414108	0,313879805	8,7547494154	5,0993963458	0,00000494	0,0006328766	3,9827190798
17530805	ENSMUSG00000039716	Dock3	-0,1694279186	10,7900741538	-5,0952363871	5,01259221165148E-06	0,000638851	3,9689486242
17540027	NA	NA	-0,3110349679	10,1427287385	-5,0944992675	5,02556850517406E-06	0,000638851	3,9665089364
17337741	ENSMUSG00000023915	Tnfrsf21	0,2465016499	9,2655344	5,083907855	5,21571480949513E-06	0,0006604625	3,9314657372
17506332	ENSMUSG00000025316	Banp	0,3200057327	7,7232758	5,0767737564	5,34776833137268E-06	0,0006745798	3,9078740639
17226752	ENSMUSG00000016526	Dyrk3	0,3613018775	6,6930174923	5,0678006603	5,51854528361343E-06	0,0006925163	3,8782154237
17273798	ENSMUSG00000020639	Pfn4	-0,3537700651	8,0339394154	-5,067095523	5,53219089345737E-06	0,0006925163	3,8758854265
17400510	ENSMUSG00000068856	Sf3b4	0,6187894666	4,3140874462	5,063617551	0,0000056	0,0006983371	3,8643945631
17535951	ENSMUSG00000031198	Fundc2	-0,2860005541	8,4526297077	-5,0474816639	5,92535620854571E-06	0,0007361133	3,8111151582
17301291	ENSMUSG00000097545	Mir124a-1hg	0,3068807631	9,8885861538	5,0439328731	5,99937505981001E-06	0,0007424962	3,7994044196
17301489	ENSMUSG00000022044	Stmn4	-0,2529856428	9,6035952769	-5,0414979962	6,05068621465951E-06	0,0007460314	3,7913709976
17294547	ENSMUSG00000069171	Nr2f1	-0,2940326465	7,8430516769	-5,0372709175	6,14079311027889E-06	0,0007543056	3,777427418
17548717	ENSMUSG00000027533	Fabp5	-0,2319236609	8,3283188923	-5,0314949712	6,26605532979382E-06	0,0007668202	3,7583806172
17350032	NA	NA	0,4666603797	6,3034131231	5,0300820012	6,29707909979686E-06	0,0007677521	3,7537222417
17416364	ENSMUSG00000061887	Ssbp3	0,2379186984	8,1538443231	5,0225603494	6,46478952259338E-06	0,0007849032	3,7289312832
17229742	ENSMUSG00000045259	Klhdc9	-0,4102313925	6,5991702462	-5,0216397229	6,48561633067876E-06	0,0007849032	3,7258977519
17506917	ENSMUSG00000033998	Kcnk1	0,1706176872	10,7961515385	5,0177706698	6,57386795617114E-06	0,0007907702	3,7131508623
17353957	ENSMUSG00000024427	Spry4	0,5092316298	6,6614380615	5,0174029122	6,58231761527586E-06	0,0007907702	3,7119394186
17511183	ENSMUSG00000003814	Calr	0,227837539	11,2790252308	5,0160429801	6,61365657277216E-06	0,0007916354	3,7074598618
17358962	ENSMUSG00000040565	Btaf1	0,3097085304	8,6804894769	5,013330558	6,67660211077568E-06	0,0007962637	3,6985264121
17342414	ENSMUSG00000025733	Rhot2	0,2204899904	8,2890443692	5,0113407232	6,7231535102629E-06	0,0007989104	3,6919738025
17309001	ENSMUSG00000050505	Pcdh20	-0,354242742	7,3321567077	-5,0037614457	6,90341098908004E-06	0,0008173688	3,6670225083
17391454	NA	NA	-0,2689545103	11,7648990769	-4,9930277845	7,1668501512289E-06	0,0008455079	3,6317075092
17233993	ENSMUSG00000037868	Egr2	0,855198469	6,1307457538	4,9889435306	7,26966766690738E-06	0,0008545638	3,6182762313
17466075	ENSMUSG00000042599	Kdm7a	0,1924003599	9,3596393077	4,9848507159	7,37415597414048E-06	0,0008637507	3,6048203527
17529647	ENSMUSG00000062270	Morf4l1	-0,3125457495	8,0860048154	-4,9774872873	7,5658746786638E-06	0,0008821398	3,5806207174
17405285	ENSMUSG00000027799	Nbea	-0,1463008718	10,9030563077	-4,9767649401	7,5849441341784E-06	0,0008821398	3,578247374
17235783	ENSMUSG00000074862	BC025920	-0,302038071	6,3033104769	-4,975499814	7,61845653380691E-06	0,0008829064	3,5740909463
17508045	ENSMUSG00000031534	Smim19	-0,2297903202	8,0707251538	-4,9732652532	0,000007678	0,0008852019	3,5667503892
17517001	ENSMUSG00000032267	Usp28	-0,2534473103	8,1234106923	-4,9727334188	7,69224482198153E-06	0,0008852019	3,565003465
17259679	ENSMUSG00000039208	Metrnl	0,3796509641	5,6538278	4,9680894427	7,81769743407295E-06	0,0008949309	3,549751913
17445705	NA	Gm3510	-0,3724930854	7,7795492615	-4,9668861878	7,85052908741167E-06	0,0008949309	3,5458009908
17374455	ENSMUSG00000027351	Spred1	0,2177758167	10,4666004615	4,9665893656	7,85864891572325E-06	0,0008949309	3,5448264147
17474497	ENSMUSG00000040811	Eml2	-0,2805407378	8,8581945692	-4,9572876149	8,1173337064775E-06	0,000921191	3,5142950009
17315686	ENSMUSG00000079105	C7	-0,3895449905	5,5788576308	-4,956044459	8,15253452422542E-06	0,0009219954	3,5102159735
17472536	ENSMUSG00000030249	Abcc9	0,2653189111	7,4834751077	4,9499834091	8,32631869369957E-06	0,0009384133	3,4903333481
17454574	ENSMUSG00000036565	Ttyh3	0,26538489	10,4293704615	4,9477472364	8,39135040699976E-06	0,0009425038	3,4829998456
17342916	ENSMUSG00000036196	Slc26a8	-0,3264563446	6,6118183692	-4,9392500333	0,000008643	0,000967461	3,4551433475
17395732	ENSMUSG00000016346	Kcnq2	0,1744019266	10,1223378769	4,9350127964	8,77132049386034E-06	0,0009784796	3,4412582812
17299185	ENSMUSG00000049092	Gpr137c	-0,2452027624	9,1761716	-4,9334821236	8,81811625131428E-06	0,0009803653	3,4362433691
17261575	ENSMUSG00000040594	Ranbp17	-0,3544578068	6,8861928	-4,9308267496	8,89987922293338E-06	0,0009861126	3,4275448484
17221026	NA	NA	0,2947683102	8,7699789692	4,9288309023	8,96182448732718E-06	0,0009896329	3,421007843
17315002	ENSMUSG00000054619	Mettl7a1	0,3477005141	9,1153073077	4,9195166876	9,25655962930852E-06	0,0010187496	3,3905126504
17295295	NA	5330416C01Rik	0,4069413689	6,1884297077	4,9158347111	9,37567986880183E-06	0,0010284086	3,3784630062
17398082	ENSMUSG00000034640	Tiparp	0,413210495	7,1101183846	4,9075576852	0,000009649	0,0010531243	3,3513866658
17509388	ENSMUSG00000039375	Wdr17	-0,2087500454	8,8598598615	-4,9070731788	9,66522588829953E-06	0,0010531243	3,3498021937
17329298	ENSMUSG00000013089	Etv5	0,3522257218	8,3003323538	4,8965176316	1,00257463425131E-05	0,0010887894	3,3152957133
17435584	ENSMUSG00000045294	Insig1	-0,2851870758	9,8856618154	-4,8945012562	1,00961025780608E-05	0,0010928115	3,3087069715
17496015	ENSMUSG00000030757	Zkscan2	-0,3163081625	7,8120622615	-4,8923468405	1,0171811413982E-05	0,0010973845	3,3016681856
17376626	ENSMUSG00000027353	Mcm8	-0,346657778	6,3865819692	-4,8868903487	1,03660633454521E-05	0,0011146747	3,2838457625
17261878	ENSMUSG00000020436	Gabrg2	-0,1643568503	10,7368184769	-4,8794066574	1,0638421866044E-05	0,0011402233	3,2594129847
17273059	NA	NA	-0,3881899551	7,6532963077	-4,8778875783	1,06945587522774E-05	0,0011425063	3,2544550555
17295503	ENSMUSG00000021646	Mccc2	-0,19785494	8,2828740923	-4,8753458916	1,0789137017499E-05	0,0011488679	3,2461607511
17266685	ENSMUSG00000057181	5730455P16Rik	-0,2128585335	8,9429555385	-4,8671019804	1,11015884425232E-05	0,0011705069	3,2192685663
17280842	ENSMUSG00000001627	Ifrd1	0,2256000197	8,2841645846	4,8670241671	1,11045795633058E-05	0,0011705069	3,2190148089
17219067	ENSMUSG00000026563	Tada1	0,202725942	8,6829891846	4,8665948894	1,11210951146019E-05	0,0011705069	3,2176149137
17358482	ENSMUSG00000040105	Ppapdc2	0,1988211122	9,5436846615	4,866231151	1,11351080559559E-05	0,0011705069	3,2164287788
17353420	ENSMUSG00000036501	Fam13b	0,1599844764	9,7989633846	4,8639183424	1,12246150382713E-05	0,001176146	3,2088875266
17435963	ENSMUSG00000013622	Atraid	-0,2128609892	8,9882373385	-4,8621581635	1,12932080694017E-05	0,001178441	3,2031490352
17366359	ENSMUSG00000050530	Fam171a1	0,2290823011	9,1929019385	4,8611647529	1,13321021804734E-05	0,001178441	3,1999106595
17475975	ENSMUSG00000053898	Ech1	-0,2000898878	8,8192868615	-4,8605989843	1,13543119686205E-05	0,001178441	3,1980664376
17315178	ENSMUSG00000023034	Nr4a1	0,8829346461	8,8852976308	4,8567452914	1,15067336591026E-05	0,0011904932	3,1855066283
17360109	ENSMUSG00000034336	Ina	0,1702651937	11,5181278462	4,8533053713	1,16444857496463E-05	0,0012009566	3,1742982901
17492196	ENSMUSG00000025790	Slco3a1	0,2928536954	7,2369055231	4,8510259885	1,17366545695352E-05	0,0012066679	3,1668728667
17360260	ENSMUSG00000063434	Sorcs3	0,2555664813	9,5104938769	4,8455586228	1,19606618299864E-05	0,0012258557	3,1490670718
17350332	ENSMUSG00000054477	Kcnn2	0,2478737814	7,8199341692	4,8425894555	1,2084066950494E-05	0,0012315407	3,1394001975
17519898	ENSMUSG00000032261	Sh3bgrl2	-0,2807637809	7,6290504769	-4,8424179991	1,20912311086958E-05	0,0012315407	3,1388420408
17523309	ENSMUSG00000032528	Vipr1	0,311022218	7,0545684154	4,8388346086	1,22419177784011E-05	0,0012430284	3,1271783109
17411594	ENSMUSG00000028243	Ubxn2b	0,2407040062	9,1144986154	4,8372605619	1,23086900161488E-05	0,0012457644	3,1220558347
17367440	NA	Gm13375	-0,2713238235	6,5748699692	-4,8364120835	1,23448312717008E-05	0,0012457644	3,1192948437
17548238	ENSMUSG00000027533	Fabp5	-0,2300980322	8,3645411692	-4,8327015118	1,25041122182649E-05	0,0012579674	3,1072224549
17232593	ENSMUSG00000019846	Lama4	-0,327911327	7,0401072	-4,8122195562	1,34203018604276E-05	0,0013460111	3,0406429831
17295877	ENSMUSG00000021709	Erbb2ip	-0,2151661912	9,9016162615	-4,8094735404	0,000013548	0,0013509066	3,0317242894
17440658	ENSMUSG00000029343	Crybb1	0,3905613653	6,6652208	4,809399657	1,35514919513736E-05	0,0013509066	3,0314843507
17315152	ENSMUSG00000000532	Acvr1b	-0,1927557734	9,5886198308	-4,8075802524	1,36368031047882E-05	0,0013552916	3,0255761964
17319299	ENSMUSG00000042524	Sun2	-0,2990392761	7,0824042615	-4,7956470307	1,42095559586939E-05	0,0014079481	2,9868452112
17479205	ENSMUSG00000066406	Akap13	0,2130284309	7,6142951692	4,7934029408	1,43198706079247E-05	0,0014106751	2,9795655427
17257962	ENSMUSG00000047904	Sstr2	0,256310651	8,9519194923	4,7932274816	1,43285311335965E-05	0,0014106751	2,978996417
17315167	ENSMUSG00000000531	Grasp	0,4837080444	9,6248226154	4,7924672419	1,43661153656632E-05	0,0014106751	2,9765305627
17453043	ENSMUSG00000034310	Tmem132d	-0,2475066056	8,8224213692	-4,7865222122	1,46633760515622E-05	0,0014355664	2,9572525749
17403950	ENSMUSG00000028173	Wls	-0,235706792	8,3875294462	-4,7821287265	1,48869260991002E-05	0,0014515589	2,9430113255
17320322	ENSMUSG00000053137	Mapk11	0,4040482135	9,1230000308	4,7809656216	1,49466648846142E-05	0,0014515589	2,9392419725
17418519	NA	NA	-0,2321523657	8,8062449692	-4,7807162117	1,495950552661E-05	0,0014515589	2,9384337362
17435189	ENSMUSG00000029004	Kmt2e	-0,1592296637	10,5691981692	-4,7747373313	1,52705819033299E-05	0,0014737097	2,91906317
17488470	ENSMUSG00000030602	Samd4b	0,3248916869	8,0416124154	4,7737576123	1,53221573127804E-05	0,0014737097	2,9158898822
17540243	NA	NA	0,2166483445	7,4140789385	4,7737493932	1,53225907103624E-05	0,0014737097	2,9158632619
17231669	ENSMUSG00000055493	Epm2a	-0,2748326838	7,8132626	-4,7707919764	1,54793209514015E-05	0,0014844307	2,9062856932
17389936	NA	NA	-0,7876628176	6,1748111538	-4,7619562104	0,000015957	0,0015257779	2,8776839942
17511878	ENSMUSG00000031775	Pllp	-0,268209797	8,7643702462	-4,7583567478	1,61557153576608E-05	0,0015402878	2,8660379406
17236502	ENSMUSG00000020015	Cdk17	-0,1807655909	9,8485432615	-4,7496127526	1,66485993895175E-05	0,0015826786	2,8377601819
17249079	ENSMUSG00000020374	Rasgef1c	-0,3384354726	7,3156276462	-4,7475769759	1,67654515298349E-05	0,0015891807	2,8311792919
17292634	ENSMUSG00000056749	Nfil3	0,4024211043	6,3689875385	4,7466116051	1,68211438122068E-05	0,0015898647	2,8280589781
17354132	ENSMUSG00000024502	Jakmip2	-0,1709940669	10,3096870923	-4,739704135	0,000017225	0,0016167087	2,8057391655
17528137	ENSMUSG00000032400	Zwilch	-0,3354119051	5,8115352769	-4,7379950494	1,73263344427088E-05	0,0016167087	2,800218519
17418252	ENSMUSG00000028646	Rragc	-0,1846547915	9,1457217538	-4,7376596646	1,73462959344929E-05	0,0016167087	2,7991352537
17363470	ENSMUSG00000058624	Gda	-0,1844789192	10,7426630769	-4,7375697676	1,73516502703031E-05	0,0016167087	2,7988448986
17283463	ENSMUSG00000057963	Itpk1	0,2033666859	8,5649275692	4,7373027733	1,73675622149125E-05	0,0016167087	2,7979825551
17477979	ENSMUSG00000059824	Dbp	-0,3964881989	9,8632090615	-4,7359190841	1,74502547565087E-05	0,0016167087	2,793513776
17417844	ENSMUSG00000028645	Slc2a1	0,2223249336	10,2835172615	4,7354884885	1,74760668175109E-05	0,0016167087	2,7921232177
17495262	ENSMUSG00000055723	Rras2	-0,2580856831	8,0356043538	-4,7350978691	1,74995148742719E-05	0,0016167087	2,7908617984
17310515	ENSMUSG00000025370	Cdh9	-0,2892084444	9,0904938	-4,7325232341	1,76548380774277E-05	0,0016264768	2,782548544
17483007	ENSMUSG00000042978	Sbk1	0,3279067978	7,727004	4,7180768433	1,85517504669069E-05	0,0017043187	2,7359336371
17289527	ENSMUSG00000021624	Cd180	-0,4409017807	5,5316726154	-4,7163365737	1,86627646310507E-05	0,0017097282	2,7303218006
17404388	ENSMUSG00000063887	Nlgn1	-0,1695149054	9,7206213692	-4,7099958843	1,90727796775343E-05	0,0017424233	2,7098815634
17296532	ENSMUSG00000095930	Nim1k	-0,246332634	7,6065384308	-4,7073191365	1,92485068529746E-05	0,0017519003	2,701255724
17491503	NA	NA	-0,4694389476	7,7347741846	-4,7067912457	1,92833494220666E-05	0,0017519003	2,6995548089
17545121	ENSMUSG00000031285	Dcx	-0,2472467666	8,3724572923	-4,7058002885	1,93489228782671E-05	0,0017530017	2,6963620428
17271281	ENSMUSG00000020614	Fam20a	0,3691061214	7,2820338	4,6979579423	1,98756285331946E-05	0,0017957603	2,6711036886
17481899	ENSMUSG00000030771	Micalcl	0,3204322457	6,0470229846	4,6955668133	0,000020039	0,0018024544	2,6634055789
17422612	ENSMUSG00000042202	Slc35e2	0,2330635833	10,2375405846	4,6952661058	2,00596349197785E-05	0,0018024544	2,6624375721
17216727	ENSMUSG00000026342	Slc35f5	-0,2406038728	8,3701104154	-4,6922703437	2,02663790712967E-05	0,0018160558	2,6527951993
17458573	ENSMUSG00000038301	Snx10	-0,185952451	9,8747918154	-4,6893541566	2,04696357714497E-05	0,0018292715	2,6434111856
17380637	ENSMUSG00000000305	Cdh4	0,2960308545	7,6461717077	4,686377666	2,0679154383505E-05	0,0018350755	2,6338353976
17403571	ENSMUSG00000036745	Ttll7	-0,1548301132	10,8491307692	-4,6862298291	2,0689615367635E-05	0,0018350755	2,6333598456
17371495	ENSMUSG00000042155	Klhl23	-0,2463410666	7,9684070923	-4,6860486909	2,07024398283778E-05	0,0018350755	2,6327771799
17295278	ENSMUSG00000021665	Hexb	-0,208476578	9,9089499846	-4,6847275753	2,07962096674806E-05	0,0018383537	2,628527817
17306289	ENSMUSG00000022160	Mettl3	0,2850277386	8,0940674923	4,6839509279	2,08515283902025E-05	0,0018383537	2,6260299458
17291576	ENSMUSG00000021357	Exoc2	-0,1554595916	9,5343122462	-4,6812834713	2,10426246527678E-05	0,0018502278	2,6174520072
17318713	ENSMUSG00000033697	Arhgap39	0,1950913714	9,0361584462	4,6791108838	2,11995350331451E-05	0,0018544681	2,610466828
17226043	ENSMUSG00000057329	Bcl2	0,4675517598	7,8792744154	4,6790501527	2,12039376268476E-05	0,0018544681	2,6102715866
17385365	ENSMUSG00000075334	Rprm	-0,3123853121	8,2981402615	-4,6777648044	2,1297326986361E-05	0,001854564	2,6061396088
17476125	ENSMUSG00000030584	Dpf1	0,2348181029	7,8663809846	4,6774792759	2,13181271968709E-05	0,001854564	2,6052217862
17512181	ENSMUSG00000035824	Tk2	-0,2129418512	8,6511124308	-4,6765347401	2,13870767186508E-05	0,0018556401	2,6021857559
17411966	ENSMUSG00000028222	Calb1	-0,1764969992	10,5078727692	-4,6690877284	2,19383985445692E-05	0,0018888577	2,5782569459
17445596	ENSMUSG00000003974	Grm3	-0,2359888641	10,9040532308	-4,6685842514	2,19761704476168E-05	0,0018888577	2,5766396941
17464248	ENSMUSG00000086013	Gm15706	-0,3289326471	7,0016408	-4,6685771426	2,19767042172788E-05	0,0018888577	2,57661686
17420091	ENSMUSG00000066037	Hnrnpr	-0,1954948338	9,3337488615	-4,6679842124	2,20212698039418E-05	0,0018888577	2,5747123563
17484094	ENSMUSG00000030967	Zranb1	-0,1894835153	9,6088135692	-4,6673577599	2,20684511137216E-05	0,0018888577	2,5727002788
17292139	ENSMUSG00000021371	Mcur1	-0,2114594564	7,9421128615	-4,6665713515	2,21278196470643E-05	0,0018888577	2,5701745917
17527373	ENSMUSG00000034007	Scaper	-0,1757740108	9,6786289385	-4,6659733229	2,21730714268258E-05	0,0018888577	2,5682540281
17261339	ENSMUSG00000020315	Sptbn1	-0,1504583501	11,8200393846	-4,6609541878	2,25564491515957E-05	0,0019165385	2,5521388364
17443286	ENSMUSG00000005514	Por	0,1949514685	7,4147234	4,6600002739	0,00002263	0,001917823	2,5490768088
17462191	ENSMUSG00000042079	Hnrnpf	0,1541826582	8,6495074462	4,6542012993	2,3082511979436E-05	0,0019511267	2,5304675021
17222001	ENSMUSG00000026134	Prim2	0,2199137784	7,7741752	4,651956023	2,32600695526167E-05	0,001961081	2,5232646514
17523898	ENSMUSG00000053070	9230110C19Rik	0,2935692483	7,5152314308	4,6466169687	2,36876715939296E-05	0,0019920117	2,506142339
17542642	ENSMUSG00000019088	Dnase1l1	-0,4328831724	5,1984728462	-4,6447891175	2,38358238559944E-05	0,001999344	2,5002821772
17396106	ENSMUSG00000027550	Lrrcc1	-0,3121190767	7,9418295538	-4,6405079846	2,41863800159269E-05	0,0020235732	2,4865601919
17396315	ENSMUSG00000027630	Tbl1xr1	-0,2048757816	9,9176354769	-4,6335665403	2,47655245071639E-05	0,0020667555	2,4643217461
17252183	ENSMUSG00000060600	Eno3	-0,3105741033	6,8748519231	-4,6283351132	2,52109443485847E-05	0,002088611	2,447570273
17367216	ENSMUSG00000026748	Plxdc2	-0,2038865562	10,0849565077	-4,6276781796	2,52674287635504E-05	0,002088611	2,4454672368
17363488	ENSMUSG00000035171	1110059E24Rik	-0,2063508017	8,7456006462	-4,6275426549	2,52790968329962E-05	0,002088611	2,4450333973
17483061	ENSMUSG00000030714	Ccdc101	0,2286107544	7,3945960154	4,6275072449	2,52821463503122E-05	0,002088611	2,444920044
17463268	ENSMUSG00000038115	Ano2	-0,7052187432	6,2612323077	-4,6190629538	2,6019742077008E-05	0,0021441444	2,4178981797
17351196	ENSMUSG00000071847	Apcdd1	-0,389579675	7,8096835692	-4,6114238482	2,67051174339373E-05	0,0021951071	2,3934695795
17500919	ENSMUSG00000031626	Sorbs2	-0,3021214639	8,5700585385	-4,6047930741	2,7314320258005E-05	0,0022395694	2,3722783463
17509462	ENSMUSG00000031608	Galnt7	0,233002245	7,3878566	4,6036875189	2,74172068856406E-05	0,0022423993	2,3687462809
17545785	ENSMUSG00000031292	Cdkl5	-0,1559491898	10,7393088154	-4,5971649426	0,000028032	0,0022839837	2,3479145496
17501041	ENSMUSG00000031628	Casp3	-0,4058519093	6,9620221385	-4,5968193373	2,80649277521502E-05	0,0022839837	2,346811085
17427494	ENSMUSG00000028556	Dock7	-0,1651099213	8,8181319385	-4,5830404497	2,94098265427358E-05	0,0023875101	2,3028440449
17332974	ENSMUSG00000023809	Rps6ka2	0,2997489885	8,6451290462	4,5814188645	2,95721886586187E-05	0,0023947631	2,2976731835
17508835	ENSMUSG00000039539	Sgcz	-0,3123076074	7,9984433538	-4,5751818205	3,02048843656169E-05	0,0024399744	2,2777914954
